Date,Open,High,Low,Close,Adj Close,Volume
2019-01-22,20.559999,20.799999,20.370001,20.680000,20.680000,452000
2019-01-23,20.790001,21.400000,20.790001,21.370001,21.370001,547100
2019-01-24,21.900000,22.389999,21.820000,22.110001,22.110001,654600
2019-01-25,22.030001,22.959999,22.030001,22.840000,22.840000,605600
2019-01-28,22.940001,23.070000,22.650000,22.840000,22.840000,503500
2019-01-29,22.770000,22.770000,22.250000,22.410000,22.410000,359200
2019-01-30,22.650000,22.770000,22.379999,22.680000,22.680000,541200
2019-01-31,22.760000,23.610001,22.750000,23.469999,23.469999,558200
2019-02-01,23.490000,23.650000,23.389999,23.600000,23.600000,450200
2019-02-04,23.750000,24.680000,23.750000,24.590000,24.590000,577600
2019-02-05,24.580000,24.620001,24.219999,24.559999,24.559999,770300
2019-02-06,24.610001,24.770000,24.350000,24.590000,24.590000,551600
2019-02-07,24.200001,24.450001,23.510000,23.740000,23.740000,1077600
2019-02-08,23.620001,24.500000,23.620001,24.480000,24.480000,427600
2019-02-11,24.820000,25.059999,24.430000,24.840000,24.840000,312300
2019-02-12,25.049999,25.430000,24.930000,25.389999,25.389999,413600
2019-02-13,25.600000,25.600000,25.030001,25.360001,25.360001,759000
2019-02-14,25.360001,25.969999,25.280001,25.840000,25.840000,402400
2019-02-15,25.969999,26.250000,25.650000,26.240000,26.240000,416800
2019-02-19,26.340000,26.540001,26.170000,26.299999,26.299999,495900
2019-02-20,26.510000,26.510000,25.990000,26.250000,26.250000,357200
2019-02-21,26.020000,26.250000,25.590000,25.950001,25.950001,1010800
2019-02-22,25.730000,28.000000,25.150000,27.389999,27.389999,1369800
2019-02-25,27.940001,28.370001,27.610001,28.219999,28.219999,1417800
2019-02-26,28.120001,28.700001,27.870001,28.580000,28.580000,1243100
2019-02-27,27.540001,28.690001,27.270000,28.580000,28.580000,1507300
2019-02-28,28.549999,28.590000,27.959999,27.959999,27.959999,2118900
2019-03-01,28.219999,28.469999,27.700001,28.350000,28.350000,627100
2019-03-04,28.379999,28.469999,27.090000,27.389999,27.389999,923600
2019-03-05,27.299999,27.480000,27.010000,27.170000,27.170000,408200
2019-03-06,27.110001,27.110001,26.250000,26.330000,26.330000,615700
2019-03-07,26.450001,27.910000,26.230000,27.450001,27.450001,2398000
2019-03-08,27.280001,28.400000,27.059999,28.240000,28.240000,1537900
2019-03-11,28.299999,28.420000,28.000000,28.360001,28.360001,598300
2019-03-12,28.160000,28.559999,27.920000,28.540001,28.540001,586100
2019-03-13,28.530001,28.850000,28.230000,28.590000,28.590000,817500
2019-03-14,28.420000,28.969999,28.270000,28.879999,28.879999,700500
2019-03-15,28.870001,28.950001,28.400000,28.510000,28.510000,709200
2019-03-18,28.410000,28.930000,28.250000,28.580000,28.580000,429200
2019-03-19,28.770000,29.200001,28.270000,28.889999,28.889999,514800
2019-03-20,28.820000,29.299999,28.600000,28.820000,28.820000,506000
2019-03-21,28.820000,29.610001,28.820000,29.600000,29.600000,416200
2019-03-22,29.389999,29.570000,28.200001,28.200001,28.200001,624400
2019-03-25,28.200001,29.270000,28.030001,29.160000,29.160000,502300
2019-03-26,29.730000,30.280001,29.379999,30.209999,30.209999,1339800
2019-03-27,30.090000,30.219999,28.219999,28.770000,28.770000,1383000
2019-03-28,28.430000,29.129999,28.379999,28.740000,28.740000,624600
2019-03-29,29.059999,29.250000,28.809999,29.020000,29.020000,537000
2019-04-01,29.389999,29.540001,28.520000,29.139999,29.139999,1216600
2019-04-02,29.170000,29.980000,28.719999,29.870001,29.870001,1509500
2019-04-03,30.059999,30.219999,29.450001,29.490000,29.490000,1474700
2019-04-04,29.500000,29.590000,27.860001,28.690001,28.690001,1490600
2019-04-05,28.670000,28.830000,28.320000,28.510000,28.510000,515100
2019-04-08,28.450001,28.629999,27.879999,28.440001,28.440001,354600
2019-04-09,28.350000,28.969999,28.350000,28.690001,28.690001,401200
2019-04-10,28.799999,29.430000,28.790001,29.350000,29.350000,360600
2019-04-11,29.360001,29.629999,29.200001,29.549999,29.549999,510400
2019-04-12,29.719999,29.870001,29.250000,29.400000,29.400000,312000
2019-04-15,29.500000,29.889999,29.320000,29.430000,29.430000,274400
2019-04-16,29.660000,29.889999,29.330000,29.410000,29.410000,482700
2019-04-17,29.559999,29.590000,28.730000,28.840000,28.840000,380100
2019-04-18,28.730000,28.799999,27.930000,28.120001,28.120001,577500
2019-04-22,28.000000,28.750000,27.920000,28.549999,28.549999,381800
2019-04-23,28.480000,28.870001,28.480000,28.790001,28.790001,440700
2019-04-24,28.870001,29.150000,28.740000,28.809999,28.809999,358600
2019-04-25,28.990000,29.000000,28.360001,28.610001,28.610001,389800
2019-04-26,28.629999,29.400000,28.420000,29.309999,29.309999,461500
2019-04-29,29.440001,29.500000,29.080000,29.350000,29.350000,696000
2019-04-30,29.370001,29.490000,28.850000,29.330000,29.330000,398900
2019-05-01,29.379999,29.379999,28.760000,28.760000,28.760000,772400
2019-05-02,28.780001,30.120001,28.580000,29.920000,29.920000,1119000
2019-05-03,30.139999,30.500000,27.570000,28.540001,28.540001,1421600
2019-05-06,27.590000,29.410000,27.290001,29.270000,29.270000,928300
2019-05-07,28.940001,29.160000,27.940001,28.549999,28.549999,859000
2019-05-08,28.660000,28.940001,28.290001,28.299999,28.299999,550200
2019-05-09,28.090000,28.389999,27.139999,28.330000,28.330000,628800
2019-05-10,28.340000,29.110001,27.820000,29.070000,29.070000,867000
2019-05-13,28.459999,28.770000,28.190001,28.330000,28.330000,791000
2019-05-14,28.520000,28.750000,27.920000,28.110001,28.110001,914300
2019-05-15,27.790001,28.860001,27.700001,28.760000,28.760000,653100
2019-05-16,28.780001,30.450001,28.700001,30.400000,30.400000,893200
2019-05-17,30.450001,30.910000,29.530001,29.760000,29.760000,611500
2019-05-20,29.230000,29.280001,28.190001,28.309999,28.309999,428400
2019-05-21,28.600000,29.010000,28.500000,28.860001,28.860001,356600
2019-05-22,28.850000,29.600000,28.780001,29.440001,29.440001,266200
2019-05-23,29.030001,29.120001,28.000000,28.160000,28.160000,467500
2019-05-24,28.389999,29.000000,28.299999,28.780001,28.780001,523700
2019-05-28,28.730000,29.280001,28.680000,28.969999,28.969999,339000
2019-05-29,28.690001,28.940001,28.080000,28.180000,28.180000,458100
2019-05-30,28.070000,28.400000,27.889999,28.139999,28.139999,304800
2019-05-31,27.660000,27.870001,27.360001,27.830000,27.830000,628100
2019-06-03,27.730000,27.790001,25.870001,26.150000,26.150000,780200
2019-06-04,26.510000,27.070000,26.120001,27.040001,27.040001,573200
2019-06-05,27.290001,27.820000,27.049999,27.700001,27.700001,564500
2019-06-06,27.570000,28.280001,27.570000,28.230000,28.230000,357300
2019-06-07,28.340000,28.760000,28.049999,28.230000,28.230000,457700
2019-06-10,28.600000,28.980000,28.010000,28.120001,28.120001,393500
2019-06-11,28.450001,28.629999,26.700001,27.240000,27.240000,541700
2019-06-12,26.990000,27.299999,26.820000,27.040001,27.040001,435400
2019-06-13,26.940001,27.139999,26.780001,27.030001,27.030001,292400
2019-06-14,27.020000,27.129999,26.500000,26.910000,26.910000,432300
2019-06-17,27.080000,27.730000,26.959999,27.270000,27.270000,565100
2019-06-18,27.580000,27.959999,26.820000,27.080000,27.080000,344300
2019-06-19,27.170000,28.719999,27.059999,28.639999,28.639999,493900
2019-06-20,29.070000,29.190001,28.049999,28.270000,28.270000,696900
2019-06-21,28.040001,28.350000,27.570000,28.150000,28.150000,754100
2019-06-24,28.139999,28.139999,27.270000,27.410000,27.410000,515300
2019-06-25,27.309999,27.620001,27.059999,27.180000,27.180000,406800
2019-06-26,27.340000,27.500000,26.290001,26.440001,26.440001,860200
2019-06-27,26.740000,27.600000,26.590000,27.580000,27.580000,449500
2019-06-28,27.549999,28.110001,27.320000,28.040001,28.040001,1169200
2019-07-01,28.549999,28.549999,27.620001,27.790001,27.790001,534700
2019-07-02,27.910000,28.410000,27.719999,28.379999,28.379999,349700
2019-07-03,28.469999,28.690001,28.250000,28.520000,28.520000,187700
2019-07-05,28.309999,28.680000,27.809999,28.680000,28.680000,239500
2019-07-08,28.400000,28.680000,28.020000,28.389999,28.389999,414400
2019-07-09,28.320000,29.129999,28.270000,29.080000,29.080000,437000
2019-07-10,29.299999,29.490000,29.120001,29.350000,29.350000,449000
2019-07-11,29.500000,29.809999,29.350000,29.490000,29.490000,859900
2019-07-12,30.000000,30.780001,29.559999,30.709999,30.709999,547400
